sample,condition
ENSG00000233301,tumor
ENSG00000181939,tumor
ENSG00000279514,tumor
ENSG00000172188,tumor
ENSG00000181927,tumor
ENSG00000174982,tumor
ENSG00000181903,tumor
ENSG00000254841,tumor
ENSG00000188439,tumor
ENSG00000254804,tumor
ENSG00000254457,tumor
ENSG00000186886,tumor
ENSG00000181837,tumor
ENSG00000279761,tumor
ENSG00000255019,tumor
ENSG00000186113,tumor
ENSG00000279395,tumor
ENSG00000186119,tumor
ENSG00000205030,tumor
ENSG00000205029,tumor
ENSG00000290411,tumor
ENSG00000186124,tumor
ENSG00000255204,tumor
ENSG00000255499,tumor
ENSG00000254547,tumor
ENSG00000124900,tumor
ENSG00000227806,tumor
ENSG00000187612,tumor
ENSG00000167825,tumor
ENSG00000255416,tumor
ENSG00000254807,tumor
ENSG00000174970,tumor
ENSG00000214880,tumor
ENSG00000149133,tumor
ENSG00000182365,tumor
ENSG00000181785,tumor
ENSG00000290744,tumor
ENSG00000184741,tumor
ENSG00000181780,tumor
ENSG00000225538,tumor
ENSG00000290745,tumor
ENSG00000172154,tumor
ENSG00000254524,tumor
ENSG00000181767,tumor
ENSG00000255140,tumor
ENSG00000181761,tumor
ENSG00000254848,tumor
ENSG00000167822,tumor
ENSG00000254947,tumor
ENSG00000181752,tumor
ENSG00000255217,tumor
ENSG00000174957,tumor
ENSG00000230213,tumor
ENSG00000213604,tumor
ENSG00000254658,tumor
ENSG00000181718,tumor
ENSG00000172489,tumor
ENSG00000181698,tumor
ENSG00000181693,tumor
ENSG00000255461,tumor
ENSG00000280314,tumor
ENSG00000254722,tumor
ENSG00000255134,tumor
ENSG00000150261,tumor
ENSG00000172487,tumor
ENSG00000242208,tumor
ENSG00000172199,tumor
ENSG00000254903,tumor
ENSG00000255466,tumor
ENSG00000272987,tumor
ENSG00000279961,tumor
ENSG00000230416,tumor
ENSG00000284732,tumor
ENSG00000150269,tumor
ENSG00000174937,tumor
ENSG00000290753,tumor
ENSG00000254752,tumor
ENSG00000181371,tumor
ENSG00000254411,tumor
ENSG00000254490,tumor
ENSG00000254660,tumor
ENSG00000254603,tumor
ENSG00000185701,tumor
ENSG00000255223,tumor
ENSG00000254834,tumor
ENSG00000166693,tumor
ENSG00000255012,tumor
ENSG00000255172,tumor
ENSG00000197866,tumor
ENSG00000254795,tumor
ENSG00000172464,tumor
ENSG00000172459,tumor
ENSG00000290752,tumor
ENSG00000232511,tumor
ENSG00000238041,tumor
ENSG00000174914,tumor
ENSG00000254953,tumor
ENSG00000181325,tumor
ENSG00000172457,tumor
ENSG00000274770,tumor
ENSG00000286704,tumor
ENSG00000254825,tumor
ENSG00000181296,tumor
ENSG00000255485,tumor
ENSG00000205025,tumor
ENSG00000290749,tumor
ENSG00000241356,tumor
ENSG00000255433,tumor
ENSG00000274150,tumor
ENSG00000181282,tumor
ENSG00000181273,tumor
ENSG00000255083,tumor
ENSG00000273228,tumor
ENSG00000283307,tumor
ENSG00000272676,tumor
ENSG00000273255,tumor
ENSG00000183908,tumor
ENSG00000134817,tumor
ENSG00000149115,tumor
ENSG00000254662,tumor
ENSG00000149136,tumor
ENSG00000109991,tumor
ENSG00000156575,tumor
ENSG00000186652,tumor
ENSG00000254979,tumor
ENSG00000134802,tumor
ENSG00000252070,tumor
ENSG00000222998,tumor
ENSG00000186907,tumor
ENSG00000255301,tumor
ENSG00000149150,tumor
ENSG00000265566,tumor
ENSG00000134809,tumor
ENSG00000214872,tumor
ENSG00000156587,tumor
ENSG00000240371,tumor
ENSG00000149131,tumor
ENSG00000254602,tumor
ENSG00000208009,tumor
ENSG00000166793,tumor
ENSG00000172409,tumor
ENSG00000156599,tumor
ENSG00000156603,tumor
ENSG00000288534,tumor
ENSG00000213593,tumor
ENSG00000213592,tumor
ENSG00000211450,tumor
ENSG00000254732,tumor
ENSG00000233436,tumor
ENSG00000198561,tumor
ENSG00000290827,tumor
ENSG00000255303,tumor
ENSG00000255266,tumor
ENSG00000180714,tumor
ENSG00000254749,tumor
ENSG00000254601,tumor
ENSG00000186509,tumor
ENSG00000200817,tumor
ENSG00000279051,tumor
ENSG00000236541,tumor
ENSG00000255146,tumor
ENSG00000254853,tumor
ENSG00000255131,tumor
ENSG00000272685,tumor
ENSG00000172377,tumor
ENSG00000186508,tumor
ENSG00000272569,tumor
ENSG00000186513,tumor
ENSG00000197887,tumor
ENSG00000280204,tumor
ENSG00000180475,tumor
ENSG00000254589,tumor
ENSG00000172772,tumor
ENSG00000272900,tumor
ENSG00000255218,tumor
ENSG00000255431,tumor
ENSG00000255096,tumor
ENSG00000255333,tumor
ENSG00000197786,tumor
ENSG00000233499,tumor
ENSG00000273408,tumor
ENSG00000172769,tumor
ENSG00000172365,tumor
ENSG00000172362,tumor
ENSG00000285895,tumor
ENSG00000255299,tumor
ENSG00000198283,tumor
ENSG00000110031,tumor
ENSG00000186660,tumor
ENSG00000255073,tumor
ENSG00000269570,tumor
ENSG00000242689,tumor
ENSG00000280010,tumor
ENSG00000149124,tumor
ENSG00000197254,tumor
ENSG00000254926,tumor
ENSG00000289621,tumor
ENSG00000255265,tumor
ENSG00000156689,tumor
ENSG00000290884,tumor
ENSG00000254717,tumor
ENSG00000166840,tumor
ENSG00000255523,tumor
ENSG00000255240,tumor
ENSG00000254877,tumor
ENSG00000255189,tumor
ENSG00000254786,tumor
ENSG00000254399,tumor
ENSG00000255151,tumor
ENSG00000288788,tumor
ENSG00000289635,tumor
ENSG00000189057,tumor
ENSG00000245571,tumor
ENSG00000255381,tumor
ENSG00000166801,tumor
ENSG00000110042,tumor
ENSG00000197629,tumor
ENSG00000263999,tumor
ENSG00000225802,tumor
ENSG00000254799,tumor
ENSG00000214797,tumor
ENSG00000254704,tumor
ENSG00000263944,tumor
ENSG00000235678,tumor
ENSG00000255386,tumor
ENSG00000176495,tumor
ENSG00000198261,tumor
ENSG00000172324,tumor
ENSG00000172320,tumor
ENSG00000166884,tumor
ENSG00000254466,tumor
ENSG00000204989,tumor
ENSG00000176200,tumor
ENSG00000172742,tumor
ENSG00000254770,tumor
ENSG00000287264,tumor
ENSG00000255008,tumor
ENSG00000255139,tumor
ENSG00000110048,tumor
ENSG00000264559,tumor
ENSG00000166889,tumor
ENSG00000255355,tumor
ENSG00000223223,tumor
ENSG00000172289,tumor
ENSG00000166900,tumor
ENSG00000254403,tumor
ENSG00000254743,tumor
ENSG00000255538,tumor
ENSG00000254477,tumor
ENSG00000234964,tumor
ENSG00000166902,tumor
ENSG00000134812,tumor
ENSG00000134827,tumor
ENSG00000285231,tumor
ENSG00000270929,tumor
ENSG00000284873,tumor
ENSG00000214788,tumor
ENSG00000285010,tumor
ENSG00000255393,tumor
ENSG00000149507,tumor
ENSG00000149516,tumor
ENSG00000255331,tumor
ENSG00000149534,tumor
ENSG00000254952,tumor
ENSG00000110077,tumor
ENSG00000110079,tumor
ENSG00000214787,tumor
ENSG00000275344,tumor
ENSG00000166926,tumor
ENSG00000166927,tumor
ENSG00000166928,tumor
ENSG00000166930,tumor
ENSG00000156738,tumor
ENSG00000071203,tumor
ENSG00000204979,tumor
ENSG00000283601,tumor
ENSG00000181995,tumor
ENSG00000166959,tumor
ENSG00000214782,tumor
ENSG00000166961,tumor
ENSG00000172689,tumor
ENSG00000255845,tumor
ENSG00000255959,tumor
ENSG00000256813,tumor
ENSG00000110104,tumor
ENSG00000183134,tumor
ENSG00000149506,tumor
ENSG00000110107,tumor
ENSG00000257052,tumor
ENSG00000256944,tumor
ENSG00000110108,tumor
ENSG00000256196,tumor
ENSG00000006118,tumor
ENSG00000110446,tumor
ENSG00000013725,tumor
ENSG00000207153,tumor
ENSG00000256733,tumor
ENSG00000110448,tumor
ENSG00000167987,tumor
ENSG00000279549,tumor
ENSG00000229859,tumor
ENSG00000229183,tumor
ENSG00000256220,tumor
ENSG00000256713,tumor
ENSG00000167992,tumor
ENSG00000167986,tumor
ENSG00000149476,tumor
ENSG00000162144,tumor
ENSG00000279246,tumor
ENSG00000149483,tumor
ENSG00000187049,tumor
ENSG00000149532,tumor
ENSG00000279632,tumor
ENSG00000256591,tumor
ENSG00000167985,tumor
ENSG00000240823,tumor
ENSG00000162148,tumor
ENSG00000255931,tumor
ENSG00000266006,tumor
ENSG00000204950,tumor
ENSG00000011347,tumor
ENSG00000279878,tumor
ENSG00000256443,tumor
ENSG00000250230,tumor
ENSG00000243742,tumor
ENSG00000255947,tumor
ENSG00000134780,tumor
ENSG00000124915,tumor
ENSG00000124920,tumor
ENSG00000134825,tumor
ENSG00000284108,tumor
ENSG00000168496,tumor
ENSG00000134824,tumor
ENSG00000289268,tumor
ENSG00000149485,tumor
ENSG00000284416,tumor
ENSG00000221968,tumor
ENSG00000277892,tumor
ENSG00000167994,tumor
ENSG00000200898,tumor
ENSG00000167995,tumor
ENSG00000167996,tumor
ENSG00000279491,tumor
ENSG00000244176,tumor
ENSG00000255553,tumor
ENSG00000254424,tumor
ENSG00000285656,tumor
ENSG00000149503,tumor
ENSG00000289194,tumor
ENSG00000236607,tumor
ENSG00000168515,tumor
ENSG00000124939,tumor
ENSG00000254404,tumor
ENSG00000124935,tumor
ENSG00000110484,tumor
ENSG00000197745,tumor
ENSG00000255213,tumor
ENSG00000255118,tumor
ENSG00000162174,tumor
ENSG00000254454,tumor
ENSG00000255126,tumor
ENSG00000149021,tumor
ENSG00000255446,tumor
ENSG00000124942,tumor
ENSG00000250659,tumor
ENSG00000257058,tumor
ENSG00000254772,tumor
ENSG00000255508,tumor
ENSG00000276102,tumor
ENSG00000289562,tumor
ENSG00000149016,tumor
ENSG00000149480,tumor
ENSG00000149499,tumor
ENSG00000254964,tumor
ENSG00000149489,tumor
ENSG00000149541,tumor
ENSG00000089597,tumor
ENSG00000185085,tumor
ENSG00000255432,tumor
ENSG00000278615,tumor
ENSG00000162194,tumor
ENSG00000214756,tumor
ENSG00000206597,tumor
ENSG00000204922,tumor
ENSG00000162191,tumor
ENSG00000177363,tumor
ENSG00000168000,tumor
ENSG00000234857,tumor
ENSG00000162188,tumor
ENSG00000214753,tumor
ENSG00000162222,tumor
ENSG00000185670,tumor
ENSG00000168002,tumor
ENSG00000267811,tumor
ENSG00000162227,tumor
ENSG00000168569,tumor
ENSG00000269176,tumor
ENSG00000185475,tumor
ENSG00000284535,tumor
ENSG00000162231,tumor
ENSG00000274066,tumor
ENSG00000162236,tumor
ENSG00000269463,tumor
ENSG00000252361,tumor
ENSG00000256690,tumor
ENSG00000283268,tumor
ENSG00000133316,tumor
ENSG00000222328,tumor
ENSG00000255717,tumor
ENSG00000277194,tumor
ENSG00000277846,tumor
ENSG00000278527,tumor
ENSG00000274544,tumor
ENSG00000275996,tumor
ENSG00000276788,tumor
ENSG00000275043,tumor
ENSG00000168003,tumor
ENSG00000168539,tumor
ENSG00000257002,tumor
ENSG00000241082,tumor
ENSG00000197901,tumor
ENSG00000285388,tumor
ENSG00000149452,tumor
ENSG00000256041,tumor
ENSG00000253547,tumor
ENSG00000197658,tumor
ENSG00000239924,tumor
ENSG00000196600,tumor
ENSG00000256847,tumor
ENSG00000256181,tumor
ENSG00000184999,tumor
ENSG00000149742,tumor
ENSG00000168004,tumor
ENSG00000275598,tumor
ENSG00000287412,tumor
ENSG00000133317,tumor
ENSG00000133321,tumor
ENSG00000133328,tumor
ENSG00000176485,tumor
ENSG00000203520,tumor
ENSG00000184743,tumor
ENSG00000270269,tumor
ENSG00000256789,tumor
ENSG00000133318,tumor
ENSG00000271100,tumor
ENSG00000188070,tumor
ENSG00000264519,tumor
ENSG00000168005,tumor
ENSG00000256280,tumor
ENSG00000072518,tumor
ENSG00000202089,tumor
ENSG00000167771,tumor
ENSG00000110583,tumor
ENSG00000207200,tumor
ENSG00000176340,tumor
ENSG00000256100,tumor
ENSG00000167770,tumor
ENSG00000133315,tumor
ENSG00000126500,tumor
ENSG00000256824,tumor
ENSG00000256481,tumor
ENSG00000256341,tumor
ENSG00000288852,tumor
ENSG00000289486,tumor
ENSG00000168439,tumor
ENSG00000149781,tumor
ENSG00000149743,tumor
ENSG00000149761,tumor
ENSG00000256116,tumor
ENSG00000110011,tumor
ENSG00000173511,tumor
ENSG00000173486,tumor
ENSG00000286264,tumor
ENSG00000173457,tumor
ENSG00000256940,tumor
ENSG00000257086,tumor
ENSG00000149782,tumor
ENSG00000002330,tumor
ENSG00000173264,tumor
ENSG00000182450,tumor
ENSG00000257069,tumor
ENSG00000207024,tumor
ENSG00000219435,tumor
ENSG00000173153,tumor
ENSG00000173113,tumor
ENSG00000126432,tumor
ENSG00000236935,tumor
ENSG00000168071,tumor
ENSG00000278359,tumor
ENSG00000162302,tumor
ENSG00000221273,tumor
ENSG00000231680,tumor
ENSG00000231492,tumor
ENSG00000181908,tumor
ENSG00000286816,tumor
ENSG00000232500,tumor
ENSG00000237363,tumor
ENSG00000168065,tumor
ENSG00000197891,tumor
ENSG00000110076,tumor
ENSG00000237410,tumor
ENSG00000289058,tumor
ENSG00000068831,tumor
ENSG00000068976,tumor
ENSG00000168066,tumor
ENSG00000269038,tumor
ENSG00000168067,tumor
ENSG00000133895,tumor
ENSG00000171219,tumor
ENSG00000110047,tumor
ENSG00000230835,tumor
ENSG00000229719,tumor
ENSG00000283926,tumor
ENSG00000284155,tumor
ENSG00000110046,tumor
ENSG00000274986,tumor
ENSG00000274314,tumor
ENSG00000068971,tumor
ENSG00000149735,tumor
ENSG00000168070,tumor
ENSG00000168062,tumor
ENSG00000213465,tumor
ENSG00000273003,tumor
ENSG00000278851,tumor
ENSG00000270775,tumor
ENSG00000110025,tumor
ENSG00000168061,tumor
ENSG00000168060,tumor
ENSG00000146670,tumor
ENSG00000162300,tumor
ENSG00000187066,tumor
ENSG00000149823,tumor
ENSG00000254501,tumor
ENSG00000149809,tumor
ENSG00000174276,tumor
ENSG00000255173,tumor
ENSG00000278952,tumor
ENSG00000149806,tumor
ENSG00000162298,tumor
ENSG00000149792,tumor
ENSG00000284489,tumor
ENSG00000254455,tumor
ENSG00000222477,tumor
ENSG00000255058,tumor
ENSG00000204710,tumor
ENSG00000255200,tumor
ENSG00000254614,tumor
ENSG00000014216,tumor
ENSG00000197847,tumor
ENSG00000287821,tumor
ENSG00000014138,tumor
ENSG00000285816,tumor
ENSG00000287917,tumor
ENSG00000149798,tumor
ENSG00000133884,tumor
ENSG00000289231,tumor
ENSG00000173825,tumor
ENSG00000255478,tumor
ENSG00000162241,tumor
ENSG00000126391,tumor
ENSG00000290057,tumor
ENSG00000245532,tumor
ENSG00000278144,tumor
ENSG00000278050,tumor
ENSG00000277599,tumor
ENSG00000283791,tumor
ENSG00000275948,tumor
ENSG00000291174,tumor
ENSG00000173727,tumor
ENSG00000289259,tumor
ENSG00000289883,tumor
ENSG00000279243,tumor
ENSG00000286756,tumor
ENSG00000290061,tumor
ENSG00000251562,tumor
ENSG00000270117,tumor
ENSG00000289740,tumor
ENSG00000278217,tumor
ENSG00000274072,tumor
ENSG00000270526,tumor
ENSG00000142186,tumor
ENSG00000168056,tumor
ENSG00000279093,tumor
ENSG00000260233,tumor
ENSG00000173465,tumor
ENSG00000176973,tumor
ENSG00000290026,tumor
ENSG00000289339,tumor
ENSG00000173442,tumor
ENSG00000173338,tumor
ENSG00000173327,tumor
ENSG00000197136,tumor
ENSG00000266041,tumor
ENSG00000213445,tumor
ENSG00000265874,tumor
ENSG00000173039,tumor
ENSG00000285533,tumor
ENSG00000239356,tumor
ENSG00000172977,tumor
ENSG00000172922,tumor
ENSG00000214659,tumor
ENSG00000255557,tumor
ENSG00000254470,tumor
ENSG00000172818,tumor
ENSG00000255120,tumor
ENSG00000255404,tumor
ENSG00000172757,tumor
ENSG00000172803,tumor
ENSG00000172732,tumor
ENSG00000172638,tumor
ENSG00000172543,tumor
ENSG00000172500,tumor
ENSG00000175602,tumor
ENSG00000175592,tumor
ENSG00000175573,tumor
ENSG00000175550,tumor
ENSG00000175513,tumor
ENSG00000175467,tumor
ENSG00000254867,tumor
ENSG00000175376,tumor
ENSG00000175334,tumor
ENSG00000175315,tumor
ENSG00000175294,tumor
ENSG00000175229,tumor
ENSG00000286459,tumor
ENSG00000087365,tumor
ENSG00000255038,tumor
ENSG00000175115,tumor
ENSG00000255320,tumor
ENSG00000174996,tumor
ENSG00000254461,tumor
ENSG00000254855,tumor
ENSG00000254762,tumor
ENSG00000174903,tumor
ENSG00000245156,tumor
ENSG00000254452,tumor
ENSG00000174871,tumor
ENSG00000174851,tumor
ENSG00000179292,tumor
ENSG00000289560,tumor
ENSG00000254458,tumor
ENSG00000174807,tumor
ENSG00000174791,tumor
ENSG00000254756,tumor
ENSG00000174744,tumor
ENSG00000174684,tumor
ENSG00000255468,tumor
ENSG00000174669,tumor
ENSG00000276918,tumor
ENSG00000254736,tumor
ENSG00000202317,tumor
ENSG00000254510,tumor
ENSG00000174576,tumor
ENSG00000201733,tumor
ENSG00000174547,tumor
ENSG00000254596,tumor
ENSG00000174516,tumor
ENSG00000255517,tumor
ENSG00000254986,tumor
ENSG00000256349,tumor
ENSG00000174483,tumor
ENSG00000286688,tumor
ENSG00000174165,tumor
ENSG00000248746,tumor
ENSG00000250105,tumor
ENSG00000174080,tumor
ENSG00000182791,tumor
ENSG00000173992,tumor
ENSG00000199325,tumor
ENSG00000239306,tumor
ENSG00000248643,tumor
ENSG00000173933,tumor
ENSG00000173914,tumor
ENSG00000173898,tumor
ENSG00000239553,tumor
ENSG00000173715,tumor
ENSG00000213409,tumor
ENSG00000254984,tumor
ENSG00000173653,tumor
ENSG00000173599,tumor
ENSG00000173621,tumor
ENSG00000239099,tumor
ENSG00000266423,tumor
ENSG00000173237,tumor
ENSG00000173227,tumor
ENSG00000283326,tumor
ENSG00000173156,tumor
ENSG00000173120,tumor
ENSG00000179038,tumor
ENSG00000287934,tumor
ENSG00000173020,tumor
ENSG00000172932,tumor
ENSG00000172830,tumor
ENSG00000287851,tumor
ENSG00000172613,tumor
ENSG00000175482,tumor
ENSG00000256514,tumor
ENSG00000274251,tumor
ENSG00000201684,tumor
ENSG00000175505,tumor
ENSG00000275484,tumor
ENSG00000253024,tumor
ENSG00000172531,tumor
ENSG00000175463,tumor
ENSG00000172508,tumor
ENSG00000175634,tumor
ENSG00000255949,tumor
ENSG00000213402,tumor
ENSG00000172725,tumor
ENSG00000175514,tumor
ENSG00000175544,tumor
ENSG00000172663,tumor
ENSG00000110711,tumor
ENSG00000276769,tumor
ENSG00000110697,tumor
ENSG00000167797,tumor
ENSG00000289343,tumor
ENSG00000167791,tumor
ENSG00000283257,tumor
ENSG00000084207,tumor
ENSG00000184224,tumor
ENSG00000255119,tumor
ENSG00000167792,tumor
ENSG00000231793,tumor
ENSG00000167799,tumor
ENSG00000167800,tumor
ENSG00000132744,tumor
ENSG00000227834,tumor
ENSG00000132746,tumor
ENSG00000239559,tumor
ENSG00000184795,tumor
ENSG00000235855,tumor
ENSG00000254447,tumor
ENSG00000285537,tumor
ENSG00000254883,tumor
ENSG00000255147,tumor
ENSG00000227620,tumor
ENSG00000290994,tumor
ENSG00000160172,tumor
ENSG00000273819,tumor
ENSG00000254792,tumor
ENSG00000251637,tumor
ENSG00000206587,tumor
ENSG00000243672,tumor
ENSG00000290995,tumor
ENSG00000254850,tumor
ENSG00000254610,tumor
ENSG00000255230,tumor
ENSG00000255554,tumor
ENSG00000110057,tumor
ENSG00000006534,tumor
ENSG00000255306,tumor
ENSG00000110717,tumor
ENSG00000284293,tumor
ENSG00000284435,tumor
ENSG00000289908,tumor
ENSG00000110719,tumor
ENSG00000275022,tumor
ENSG00000255031,tumor
ENSG00000110721,tumor
ENSG00000255236,tumor
ENSG00000110066,tumor
ENSG00000171067,tumor
ENSG00000286369,tumor
ENSG00000162337,tumor
ENSG00000110075,tumor
ENSG00000254856,tumor
ENSG00000260808,tumor
ENSG00000069482,tumor
ENSG00000132749,tumor
ENSG00000110090,tumor
ENSG00000250508,tumor
ENSG00000197345,tumor
ENSG00000132740,tumor
ENSG00000255741,tumor
ENSG00000172938,tumor
ENSG00000261625,tumor
ENSG00000261276,tumor
ENSG00000172935,tumor
ENSG00000256508,tumor
ENSG00000162341,tumor
ENSG00000287725,tumor
ENSG00000265539,tumor
ENSG00000260895,tumor
ENSG00000261070,tumor
ENSG00000284713,tumor
ENSG00000172927,tumor
ENSG00000260877,tumor
ENSG00000213275,tumor
ENSG00000259854,tumor
ENSG00000255980,tumor
ENSG00000255606,tumor
ENSG00000261347,tumor
ENSG00000255774,tumor
ENSG00000285094,tumor
ENSG00000110092,tumor
ENSG00000149716,tumor
ENSG00000162344,tumor
ENSG00000256441,tumor
ENSG00000075388,tumor
ENSG00000186895,tumor
ENSG00000260348,tumor
ENSG00000260679,tumor
ENSG00000255191,tumor
ENSG00000131620,tumor
ENSG00000254605,tumor
ENSG00000248844,tumor
ENSG00000254417,tumor
ENSG00000202070,tumor
ENSG00000255143,tumor
ENSG00000254902,tumor
ENSG00000168040,tumor
ENSG00000254721,tumor
ENSG00000289074,tumor
ENSG00000131626,tumor
ENSG00000255329,tumor
ENSG00000254604,tumor
ENSG00000221333,tumor
ENSG00000254484,tumor
ENSG00000255539,tumor
ENSG00000254495,tumor
ENSG00000246889,tumor
ENSG00000085733,tumor
ENSG00000162105,tumor
ENSG00000227726,tumor
ENSG00000279459,tumor
ENSG00000226627,tumor
ENSG00000236262,tumor
ENSG00000207196,tumor
ENSG00000280089,tumor
ENSG00000171671,tumor
ENSG00000263744,tumor
ENSG00000286708,tumor
ENSG00000172900,tumor
ENSG00000172893,tumor
ENSG00000254682,tumor
ENSG00000172890,tumor
ENSG00000278349,tumor
ENSG00000254924,tumor
ENSG00000244411,tumor
ENSG00000241233,tumor
ENSG00000254997,tumor
ENSG00000286948,tumor
ENSG00000204572,tumor
ENSG00000248903,tumor
ENSG00000249387,tumor
ENSG00000204571,tumor
ENSG00000184055,tumor
ENSG00000255562,tumor
ENSG00000255261,tumor
ENSG00000255415,tumor
ENSG00000284625,tumor
ENSG00000239481,tumor
ENSG00000248671,tumor
ENSG00000254805,tumor
ENSG00000254972,tumor
ENSG00000290775,tumor
ENSG00000255319,tumor
ENSG00000291247,tumor
ENSG00000285933,tumor
ENSG00000291186,tumor
ENSG00000158483,tumor
ENSG00000254978,tumor
ENSG00000289716,tumor
ENSG00000214534,tumor
ENSG00000184276,tumor
ENSG00000252902,tumor
ENSG00000255157,tumor
ENSG00000290736,tumor
ENSG00000254469,tumor
ENSG00000225805,tumor
ENSG00000228915,tumor
ENSG00000254593,tumor
ENSG00000137522,tumor
ENSG00000255296,tumor
ENSG00000137496,tumor
ENSG00000137497,tumor
ENSG00000251143,tumor
ENSG00000207012,tumor
ENSG00000263742,tumor
ENSG00000284922,tumor
ENSG00000184154,tumor
ENSG00000149357,tumor
ENSG00000284844,tumor
ENSG00000110200,tumor
ENSG00000110203,tumor
ENSG00000257075,tumor
ENSG00000256518,tumor
ENSG00000204971,tumor
ENSG00000255860,tumor
ENSG00000110195,tumor
ENSG00000165457,tumor
ENSG00000165458,tumor
ENSG00000165462,tumor
ENSG00000228286,tumor
ENSG00000285864,tumor
ENSG00000213365,tumor
ENSG00000162129,tumor
ENSG00000255843,tumor
ENSG00000256739,tumor
ENSG00000255672,tumor
ENSG00000256403,tumor
ENSG00000237408,tumor
ENSG00000238048,tumor
ENSG00000290016,tumor
ENSG00000276109,tumor
ENSG00000274664,tumor
ENSG00000227467,tumor
ENSG00000186642,tumor
ENSG00000256633,tumor
ENSG00000272036,tumor
ENSG00000251919,tumor
ENSG00000255808,tumor
ENSG00000186635,tumor
ENSG00000256007,tumor
ENSG00000286555,tumor
ENSG00000245148,tumor
ENSG00000244134,tumor
ENSG00000214530,tumor
ENSG00000202522,tumor
ENSG00000265064,tumor
ENSG00000285693,tumor
ENSG00000168010,tumor
ENSG00000137478,tumor
ENSG00000206638,tumor
ENSG00000234751,tumor
ENSG00000289625,tumor
ENSG00000256568,tumor
ENSG00000215841,tumor
ENSG00000175591,tumor
ENSG00000260401,tumor
ENSG00000256347,tumor
ENSG00000171631,tumor
ENSG00000257038,tumor
ENSG00000110237,tumor
ENSG00000054967,tumor
ENSG00000256928,tumor
ENSG00000054965,tumor
ENSG00000256448,tumor
ENSG00000255786,tumor
ENSG00000256148,tumor
ENSG00000231726,tumor
ENSG00000270323,tumor
ENSG00000021300,tumor
ENSG00000175582,tumor
ENSG00000255928,tumor
ENSG00000256034,tumor
ENSG00000175581,tumor
ENSG00000199975,tumor
ENSG00000256681,tumor
ENSG00000181924,tumor
ENSG00000175575,tumor
ENSG00000256898,tumor
ENSG00000187726,tumor
ENSG00000255847,tumor
ENSG00000175567,tumor
ENSG00000287425,tumor
ENSG00000256189,tumor
ENSG00000256723,tumor
ENSG00000175564,tumor
ENSG00000168014,tumor
ENSG00000256098,tumor
ENSG00000214517,tumor
ENSG00000284736,tumor
ENSG00000280269,tumor
ENSG00000149380,tumor
ENSG00000206913,tumor
ENSG00000246211,tumor
ENSG00000165434,tumor
ENSG00000212961,tumor
ENSG00000254631,tumor
ENSG00000255440,tumor
ENSG00000264402,tumor
ENSG00000175538,tumor
ENSG00000254928,tumor
ENSG00000255444,tumor
ENSG00000254974,tumor
ENSG00000175536,tumor
ENSG00000254837,tumor
ENSG00000077514,tumor
ENSG00000254500,tumor
ENSG00000223202,tumor
ENSG00000054938,tumor
ENSG00000279353,tumor
ENSG00000265902,tumor
ENSG00000241097,tumor
ENSG00000227615,tumor
ENSG00000166439,tumor
ENSG00000166435,tumor
ENSG00000278879,tumor
ENSG00000242999,tumor
ENSG00000241170,tumor
ENSG00000286943,tumor
ENSG00000118363,tumor
ENSG00000200152,tumor
ENSG00000162139,tumor
ENSG00000284722,tumor
ENSG00000234611,tumor
ENSG00000213333,tumor
ENSG00000171561,tumor
ENSG00000255395,tumor
ENSG00000137491,tumor
ENSG00000254475,tumor
ENSG00000255136,tumor
ENSG00000255460,tumor
ENSG00000261594,tumor
ENSG00000137486,tumor
ENSG00000254429,tumor
ENSG00000279117,tumor
ENSG00000254963,tumor
ENSG00000199090,tumor
ENSG00000149273,tumor
ENSG00000206941,tumor
ENSG00000207445,tumor
ENSG00000149243,tumor
ENSG00000158555,tumor
ENSG00000254460,tumor
ENSG00000149257,tumor
ENSG00000255326,tumor
ENSG00000171533,tumor
ENSG00000255434,tumor
ENSG00000254630,tumor
ENSG00000255280,tumor
ENSG00000166391,tumor
ENSG00000263993,tumor
ENSG00000247867,tumor
ENSG00000062282,tumor
ENSG00000254826,tumor
ENSG00000254814,tumor
ENSG00000255507,tumor
ENSG00000198382,tumor
ENSG00000200256,tumor
ENSG00000199362,tumor
ENSG00000255255,tumor
ENSG00000255081,tumor
ENSG00000223013,tumor
ENSG00000254915,tumor
ENSG00000255421,tumor
ENSG00000085741,tumor
ENSG00000254933,tumor
ENSG00000255362,tumor
ENSG00000137492,tumor
ENSG00000179240,tumor
ENSG00000201756,tumor
ENSG00000255135,tumor
ENSG00000158636,tumor
ENSG00000254755,tumor
ENSG00000255363,tumor
ENSG00000255479,tumor
ENSG00000254810,tumor
ENSG00000236304,tumor
ENSG00000137507,tumor
ENSG00000254975,tumor
ENSG00000204529,tumor
ENSG00000291249,tumor
ENSG00000290785,tumor
ENSG00000254632,tumor
ENSG00000182704,tumor
ENSG00000255100,tumor
ENSG00000261578,tumor
ENSG00000078124,tumor
ENSG00000254988,tumor
ENSG00000198488,tumor
ENSG00000149260,tumor
ENSG00000254550,tumor
ENSG00000137474,tumor
ENSG00000178795,tumor
ENSG00000224829,tumor
ENSG00000149269,tumor
ENSG00000268635,tumor
ENSG00000074201,tumor
ENSG00000238880,tumor
ENSG00000178301,tumor
ENSG00000048649,tumor
ENSG00000206816,tumor
ENSG00000254985,tumor
