sample,condition
ENSG00000280082,tumor
ENSG00000229425,tumor
ENSG00000224524,tumor
ENSG00000224247,tumor
ENSG00000212564,tumor
ENSG00000226298,tumor
ENSG00000155313,tumor
ENSG00000234159,tumor
ENSG00000215386,tumor
ENSG00000252273,tumor
ENSG00000214976,tumor
ENSG00000224602,tumor
ENSG00000201025,tumor
ENSG00000270071,tumor
ENSG00000270139,tumor
ENSG00000287066,tumor
ENSG00000280432,tumor
ENSG00000207638,tumor
ENSG00000199030,tumor
ENSG00000269950,tumor
ENSG00000207863,tumor
ENSG00000239023,tumor
ENSG00000237735,tumor
ENSG00000232886,tumor
ENSG00000225735,tumor
ENSG00000278181,tumor
ENSG00000252462,tumor
ENSG00000232560,tumor
ENSG00000226580,tumor
ENSG00000266195,tumor
ENSG00000154639,tumor
ENSG00000232260,tumor
ENSG00000200754,tumor
ENSG00000199962,tumor
ENSG00000154640,tumor
ENSG00000280594,tumor
ENSG00000226956,tumor
ENSG00000279648,tumor
ENSG00000240770,tumor
ENSG00000154642,tumor
ENSG00000244676,tumor
ENSG00000231755,tumor
ENSG00000215369,tumor
ENSG00000154645,tumor
ENSG00000227330,tumor
ENSG00000154646,tumor
ENSG00000228708,tumor
ENSG00000224141,tumor
ENSG00000230233,tumor
ENSG00000265841,tumor
ENSG00000198618,tumor
ENSG00000279156,tumor
ENSG00000232193,tumor
ENSG00000226204,tumor
ENSG00000235965,tumor
ENSG00000229289,tumor
ENSG00000226818,tumor
ENSG00000231620,tumor
ENSG00000212609,tumor
ENSG00000230198,tumor
ENSG00000271486,tumor
ENSG00000229336,tumor
ENSG00000215353,tumor
ENSG00000233480,tumor
ENSG00000233236,tumor
ENSG00000251851,tumor
ENSG00000252963,tumor
ENSG00000233676,tumor
ENSG00000234439,tumor
ENSG00000233206,tumor
ENSG00000276738,tumor
ENSG00000224924,tumor
ENSG00000215351,tumor
ENSG00000154654,tumor
ENSG00000226771,tumor
ENSG00000234730,tumor
ENSG00000237527,tumor
ENSG00000238265,tumor
ENSG00000233997,tumor
ENSG00000227075,tumor
ENSG00000233215,tumor
ENSG00000184856,tumor
ENSG00000234340,tumor
ENSG00000231136,tumor
ENSG00000202339,tumor
ENSG00000226043,tumor
ENSG00000223488,tumor
ENSG00000234034,tumor
ENSG00000225906,tumor
ENSG00000230972,tumor
ENSG00000275469,tumor
ENSG00000219368,tumor
ENSG00000231058,tumor
ENSG00000286222,tumor
ENSG00000223078,tumor
ENSG00000228592,tumor
ENSG00000223822,tumor
ENSG00000237569,tumor
ENSG00000199698,tumor
ENSG00000227716,tumor
ENSG00000288094,tumor
ENSG00000287612,tumor
ENSG00000231986,tumor
ENSG00000235564,tumor
ENSG00000287801,tumor
ENSG00000226996,tumor
ENSG00000224018,tumor
ENSG00000224832,tumor
ENSG00000237484,tumor
ENSG00000226983,tumor
ENSG00000227090,tumor
ENSG00000230379,tumor
ENSG00000237444,tumor
ENSG00000244278,tumor
ENSG00000232512,tumor
ENSG00000274662,tumor
ENSG00000223870,tumor
ENSG00000222042,tumor
ENSG00000238627,tumor
ENSG00000213885,tumor
ENSG00000279534,tumor
ENSG00000185433,tumor
ENSG00000229962,tumor
ENSG00000234883,tumor
ENSG00000283904,tumor
ENSG00000260583,tumor
ENSG00000154719,tumor
ENSG00000154721,tumor
ENSG00000237731,tumor
ENSG00000287109,tumor
ENSG00000227054,tumor
ENSG00000154723,tumor
ENSG00000154727,tumor
ENSG00000235514,tumor
ENSG00000142192,tumor
ENSG00000233783,tumor
ENSG00000251972,tumor
ENSG00000224541,tumor
ENSG00000273492,tumor
ENSG00000206802,tumor
ENSG00000289899,tumor
ENSG00000286902,tumor
ENSG00000229025,tumor
ENSG00000232692,tumor
ENSG00000197934,tumor
ENSG00000273115,tumor
ENSG00000166265,tumor
ENSG00000154734,tumor
ENSG00000223563,tumor
ENSG00000154736,tumor
ENSG00000266133,tumor
ENSG00000215326,tumor
ENSG00000231236,tumor
ENSG00000236332,tumor
ENSG00000233300,tumor
ENSG00000217026,tumor
ENSG00000219592,tumor
ENSG00000234052,tumor
ENSG00000225298,tumor
ENSG00000234083,tumor
ENSG00000178457,tumor
ENSG00000232079,tumor
ENSG00000236532,tumor
ENSG00000232855,tumor
ENSG00000226935,tumor
ENSG00000283300,tumor
ENSG00000156239,tumor
ENSG00000215005,tumor
ENSG00000215317,tumor
ENSG00000198862,tumor
ENSG00000176054,tumor
ENSG00000156253,tumor
ENSG00000273254,tumor
ENSG00000156256,tumor
ENSG00000156261,tumor
ENSG00000231125,tumor
ENSG00000286018,tumor
ENSG00000156265,tumor
ENSG00000232687,tumor
ENSG00000201984,tumor
ENSG00000212479,tumor
ENSG00000224649,tumor
ENSG00000215533,tumor
ENSG00000156273,tumor
ENSG00000236056,tumor
ENSG00000248476,tumor
ENSG00000273017,tumor
ENSG00000232118,tumor
ENSG00000228817,tumor
ENSG00000234293,tumor
ENSG00000171189,tumor
ENSG00000273464,tumor
ENSG00000174680,tumor
ENSG00000259981,tumor
ENSG00000156282,tumor
ENSG00000227342,tumor
ENSG00000156284,tumor
ENSG00000225267,tumor
ENSG00000188694,tumor
ENSG00000232263,tumor
ENSG00000197683,tumor
ENSG00000206107,tumor
ENSG00000186980,tumor
ENSG00000250973,tumor
ENSG00000182816,tumor
ENSG00000265007,tumor
ENSG00000198390,tumor
ENSG00000240432,tumor
ENSG00000186971,tumor
ENSG00000233640,tumor
ENSG00000186970,tumor
ENSG00000184351,tumor
ENSG00000186965,tumor
ENSG00000244025,tumor
ENSG00000186967,tumor
ENSG00000186977,tumor
ENSG00000237841,tumor
ENSG00000235312,tumor
ENSG00000218125,tumor
ENSG00000236612,tumor
ENSG00000186925,tumor
ENSG00000244362,tumor
ENSG00000206106,tumor
ENSG00000212938,tumor
ENSG00000186930,tumor
ENSG00000186924,tumor
ENSG00000184724,tumor
ENSG00000244624,tumor
ENSG00000206105,tumor
ENSG00000184032,tumor
ENSG00000206104,tumor
ENSG00000231068,tumor
ENSG00000236400,tumor
ENSG00000187026,tumor
ENSG00000187005,tumor
ENSG00000238257,tumor
ENSG00000233036,tumor
ENSG00000227840,tumor
ENSG00000183640,tumor
ENSG00000274749,tumor
ENSG00000182591,tumor
ENSG00000206102,tumor
ENSG00000228941,tumor
ENSG00000156299,tumor
ENSG00000286643,tumor
ENSG00000237325,tumor
ENSG00000237594,tumor
ENSG00000230870,tumor
ENSG00000234509,tumor
ENSG00000142168,tumor
ENSG00000238390,tumor
ENSG00000273271,tumor
ENSG00000156304,tumor
ENSG00000229046,tumor
ENSG00000273091,tumor
ENSG00000234107,tumor
ENSG00000142149,tumor
ENSG00000237138,tumor
ENSG00000230323,tumor
ENSG00000261610,tumor
ENSG00000159055,tumor
ENSG00000227256,tumor
ENSG00000170262,tumor
ENSG00000232623,tumor
ENSG00000142207,tumor
ENSG00000200792,tumor
ENSG00000256073,tumor
ENSG00000265590,tumor
ENSG00000166979,tumor
ENSG00000229007,tumor
ENSG00000242220,tumor
ENSG00000252045,tumor
ENSG00000252950,tumor
ENSG00000159079,tumor
ENSG00000228433,tumor
ENSG00000238220,tumor
ENSG00000159082,tumor
ENSG00000238197,tumor
ENSG00000159086,tumor
ENSG00000205930,tumor
ENSG00000279690,tumor
ENSG00000205929,tumor
ENSG00000224427,tumor
ENSG00000207098,tumor
ENSG00000232360,tumor
ENSG00000227757,tumor
ENSG00000228961,tumor
ENSG00000205927,tumor
ENSG00000232539,tumor
ENSG00000184221,tumor
ENSG00000226527,tumor
ENSG00000226433,tumor
ENSG00000229086,tumor
ENSG00000159110,tumor
ENSG00000249624,tumor
ENSG00000223799,tumor
ENSG00000243646,tumor
ENSG00000289238,tumor
ENSG00000142166,tumor
ENSG00000226501,tumor
ENSG00000289939,tumor
ENSG00000159128,tumor
ENSG00000142188,tumor
ENSG00000215088,tumor
ENSG00000231355,tumor
ENSG00000177692,tumor
ENSG00000159131,tumor
ENSG00000233956,tumor
ENSG00000159140,tumor
ENSG00000284448,tumor
ENSG00000159147,tumor
ENSG00000249209,tumor
ENSG00000205758,tumor
ENSG00000205726,tumor
ENSG00000241837,tumor
ENSG00000237945,tumor
ENSG00000244294,tumor
ENSG00000273102,tumor
ENSG00000243927,tumor
ENSG00000198743,tumor
ENSG00000272657,tumor
ENSG00000224598,tumor
ENSG00000227456,tumor
ENSG00000214955,tumor
ENSG00000225555,tumor
ENSG00000159197,tumor
ENSG00000205670,tumor
ENSG00000222018,tumor
ENSG00000273104,tumor
ENSG00000243627,tumor
ENSG00000272958,tumor
ENSG00000180509,tumor
ENSG00000221398,tumor
ENSG00000288711,tumor
ENSG00000159200,tumor
ENSG00000159212,tumor
ENSG00000230978,tumor
ENSG00000234380,tumor
ENSG00000159216,tumor
ENSG00000286153,tumor
ENSG00000234703,tumor
ENSG00000223671,tumor
ENSG00000231300,tumor
ENSG00000230794,tumor
ENSG00000211590,tumor
ENSG00000229761,tumor
ENSG00000234008,tumor
ENSG00000231106,tumor
ENSG00000214914,tumor
ENSG00000185917,tumor
ENSG00000189089,tumor
ENSG00000236677,tumor
ENSG00000200213,tumor
ENSG00000230212,tumor
ENSG00000159228,tumor
ENSG00000289001,tumor
ENSG00000236119,tumor
ENSG00000233393,tumor
ENSG00000226054,tumor
ENSG00000236830,tumor
ENSG00000214889,tumor
ENSG00000159231,tumor
ENSG00000142197,tumor
ENSG00000228149,tumor
ENSG00000214867,tumor
ENSG00000273199,tumor
ENSG00000159256,tumor
ENSG00000228107,tumor
ENSG00000159259,tumor
ENSG00000224421,tumor
ENSG00000289221,tumor
ENSG00000230479,tumor
ENSG00000233818,tumor
ENSG00000159261,tumor
ENSG00000279365,tumor
ENSG00000223741,tumor
ENSG00000286517,tumor
ENSG00000286852,tumor
ENSG00000231324,tumor
ENSG00000224269,tumor
ENSG00000159263,tumor
ENSG00000159267,tumor
ENSG00000237646,tumor
ENSG00000199806,tumor
ENSG00000270652,tumor
ENSG00000224790,tumor
ENSG00000207416,tumor
ENSG00000215734,tumor
ENSG00000183145,tumor
ENSG00000212136,tumor
ENSG00000185808,tumor
ENSG00000182670,tumor
ENSG00000270116,tumor
ENSG00000228677,tumor
ENSG00000230366,tumor
ENSG00000263969,tumor
ENSG00000242553,tumor
ENSG00000157538,tumor
ENSG00000272948,tumor
ENSG00000287637,tumor
ENSG00000273210,tumor
ENSG00000157540,tumor
ENSG00000286717,tumor
ENSG00000157542,tumor
ENSG00000233213,tumor
ENSG00000289538,tumor
ENSG00000184029,tumor
ENSG00000223608,tumor
ENSG00000198054,tumor
ENSG00000157551,tumor
ENSG00000270835,tumor
ENSG00000233316,tumor
ENSG00000289927,tumor
ENSG00000226012,tumor
ENSG00000231123,tumor
ENSG00000231231,tumor
ENSG00000157554,tumor
ENSG00000289404,tumor
ENSG00000231480,tumor
ENSG00000287470,tumor
ENSG00000223806,tumor
ENSG00000157557,tumor
ENSG00000205622,tumor
ENSG00000229986,tumor
ENSG00000287082,tumor
ENSG00000229925,tumor
ENSG00000272015,tumor
ENSG00000227721,tumor
ENSG00000289445,tumor
ENSG00000232837,tumor
ENSG00000235888,tumor
ENSG00000288266,tumor
ENSG00000237609,tumor
ENSG00000228861,tumor
ENSG00000235701,tumor
ENSG00000276873,tumor
ENSG00000183527,tumor
ENSG00000185658,tumor
ENSG00000272991,tumor
ENSG00000232608,tumor
ENSG00000237373,tumor
ENSG00000229623,tumor
ENSG00000255568,tumor
ENSG00000238141,tumor
ENSG00000205581,tumor
ENSG00000252915,tumor
ENSG00000227406,tumor
ENSG00000182093,tumor
ENSG00000285815,tumor
ENSG00000157578,tumor
ENSG00000185437,tumor
ENSG00000275523,tumor
ENSG00000235808,tumor
ENSG00000228349,tumor
ENSG00000235012,tumor
ENSG00000183778,tumor
ENSG00000184809,tumor
ENSG00000225330,tumor
ENSG00000231713,tumor
ENSG00000183067,tumor
ENSG00000183036,tumor
ENSG00000171587,tumor
ENSG00000263973,tumor
ENSG00000235123,tumor
ENSG00000207147,tumor
ENSG00000233756,tumor
ENSG00000288069,tumor
ENSG00000230859,tumor
ENSG00000286425,tumor
ENSG00000226496,tumor
ENSG00000263681,tumor
ENSG00000182240,tumor
ENSG00000280109,tumor
ENSG00000224388,tumor
ENSG00000183844,tumor
ENSG00000183486,tumor
ENSG00000157601,tumor
ENSG00000228318,tumor
ENSG00000184012,tumor
ENSG00000207503,tumor
ENSG00000232806,tumor
ENSG00000223400,tumor
ENSG00000286027,tumor
ENSG00000227702,tumor
ENSG00000236384,tumor
ENSG00000232401,tumor
ENSG00000183421,tumor
ENSG00000236883,tumor
ENSG00000275166,tumor
ENSG00000289513,tumor
ENSG00000141956,tumor
ENSG00000236545,tumor
ENSG00000227698,tumor
ENSG00000251778,tumor
ENSG00000157617,tumor
ENSG00000173276,tumor
ENSG00000237232,tumor
ENSG00000289322,tumor
ENSG00000177398,tumor
ENSG00000184385,tumor
ENSG00000160179,tumor
ENSG00000223262,tumor
ENSG00000160180,tumor
ENSG00000160181,tumor
ENSG00000160182,tumor
ENSG00000160183,tumor
ENSG00000160185,tumor
ENSG00000252619,tumor
ENSG00000160188,tumor
ENSG00000160190,tumor
ENSG00000239930,tumor
ENSG00000231867,tumor
ENSG00000235772,tumor
ENSG00000225431,tumor
ENSG00000235023,tumor
ENSG00000160191,tumor
ENSG00000225731,tumor
ENSG00000283051,tumor
ENSG00000233754,tumor
ENSG00000225218,tumor
ENSG00000160193,tumor
ENSG00000160194,tumor
ENSG00000233056,tumor
ENSG00000264580,tumor
ENSG00000224100,tumor
ENSG00000160199,tumor
ENSG00000160200,tumor
ENSG00000160201,tumor
ENSG00000286549,tumor
ENSG00000232777,tumor
ENSG00000236663,tumor
ENSG00000228120,tumor
ENSG00000160202,tumor
ENSG00000237864,tumor
ENSG00000237989,tumor
ENSG00000225637,tumor
ENSG00000142178,tumor
ENSG00000188660,tumor
ENSG00000185186,tumor
ENSG00000223975,tumor
ENSG00000160207,tumor
ENSG00000214326,tumor
ENSG00000234289,tumor
ENSG00000278433,tumor
ENSG00000160208,tumor
ENSG00000160209,tumor
ENSG00000281420,tumor
ENSG00000287507,tumor
ENSG00000160213,tumor
ENSG00000234030,tumor
ENSG00000160214,tumor
ENSG00000215458,tumor
ENSG00000226543,tumor
ENSG00000160216,tumor
ENSG00000289546,tumor
ENSG00000199598,tumor
ENSG00000288593,tumor
ENSG00000252606,tumor
ENSG00000160218,tumor
ENSG00000213440,tumor
ENSG00000241945,tumor
ENSG00000160221,tumor
ENSG00000225331,tumor
ENSG00000285413,tumor
ENSG00000237604,tumor
ENSG00000232124,tumor
ENSG00000160223,tumor
ENSG00000278158,tumor
ENSG00000275799,tumor
ENSG00000142182,tumor
ENSG00000232010,tumor
ENSG00000160224,tumor
ENSG00000141959,tumor
ENSG00000241728,tumor
ENSG00000160226,tumor
ENSG00000184441,tumor
ENSG00000232969,tumor
ENSG00000260256,tumor
ENSG00000142185,tumor
ENSG00000230061,tumor
ENSG00000266692,tumor
ENSG00000264452,tumor
ENSG00000229356,tumor
ENSG00000160233,tumor
ENSG00000224747,tumor
ENSG00000223431,tumor
ENSG00000227999,tumor
ENSG00000274225,tumor
ENSG00000289857,tumor
ENSG00000228709,tumor
ENSG00000175894,tumor
ENSG00000235890,tumor
ENSG00000182912,tumor
ENSG00000287088,tumor
ENSG00000215455,tumor
ENSG00000205445,tumor
ENSG00000212935,tumor
ENSG00000215454,tumor
ENSG00000241123,tumor
ENSG00000188155,tumor
ENSG00000272804,tumor
ENSG00000187766,tumor
ENSG00000221837,tumor
ENSG00000221859,tumor
ENSG00000243489,tumor
ENSG00000212933,tumor
ENSG00000205439,tumor
ENSG00000221864,tumor
ENSG00000229880,tumor
ENSG00000187175,tumor
ENSG00000276647,tumor
ENSG00000189169,tumor
ENSG00000236382,tumor
ENSG00000289144,tumor
ENSG00000184787,tumor
ENSG00000236519,tumor
ENSG00000184900,tumor
ENSG00000183255,tumor
ENSG00000289009,tumor
ENSG00000160255,tumor
ENSG00000227039,tumor
ENSG00000273027,tumor
ENSG00000183250,tumor
ENSG00000272825,tumor
ENSG00000160256,tumor
ENSG00000276529,tumor
ENSG00000234880,tumor
ENSG00000261706,tumor
ENSG00000275874,tumor
ENSG00000235374,tumor
ENSG00000197381,tumor
ENSG00000267857,tumor
ENSG00000182586,tumor
ENSG00000186866,tumor
ENSG00000223768,tumor
ENSG00000286262,tumor
ENSG00000184274,tumor
ENSG00000288842,tumor
ENSG00000229382,tumor
ENSG00000237664,tumor
ENSG00000289448,tumor
ENSG00000228930,tumor
ENSG00000228355,tumor
ENSG00000273796,tumor
ENSG00000182871,tumor
ENSG00000224574,tumor
ENSG00000183535,tumor
ENSG00000275167,tumor
ENSG00000173638,tumor
ENSG00000288885,tumor
ENSG00000233922,tumor
ENSG00000286082,tumor
ENSG00000286594,tumor
ENSG00000183570,tumor
ENSG00000275139,tumor
ENSG00000205424,tumor
ENSG00000286886,tumor
ENSG00000276633,tumor
ENSG00000280604,tumor
ENSG00000274248,tumor
ENSG00000289224,tumor
ENSG00000142156,tumor
ENSG00000224413,tumor
ENSG00000228235,tumor
ENSG00000226115,tumor
ENSG00000233767,tumor
ENSG00000227438,tumor
ENSG00000142173,tumor
ENSG00000160282,tumor
ENSG00000237338,tumor
ENSG00000160284,tumor
ENSG00000228404,tumor
ENSG00000160285,tumor
ENSG00000223901,tumor
ENSG00000215424,tumor
ENSG00000160294,tumor
ENSG00000228137,tumor
ENSG00000239415,tumor
ENSG00000182362,tumor
ENSG00000160298,tumor
ENSG00000160299,tumor
ENSG00000286224,tumor
ENSG00000225043,tumor
ENSG00000289421,tumor
ENSG00000160305,tumor
ENSG00000223692,tumor
ENSG00000202239,tumor
ENSG00000160307,tumor
ENSG00000160310,tumor
ENSG00000230982,tumor
ENSG00000289511,tumor
ENSG00000212932,tumor
ENSG00000277248,tumor
ENSG00000283047,tumor
ENSG00000279973,tumor
ENSG00000226444,tumor
ENSG00000276871,tumor
ENSG00000288262,tumor
ENSG00000290397,tumor
ENSG00000286406,tumor
ENSG00000283023,tumor
ENSG00000276138,tumor
ENSG00000280341,tumor
ENSG00000236235,tumor
ENSG00000279442,tumor
ENSG00000184624,tumor
ENSG00000236097,tumor
ENSG00000236831,tumor
ENSG00000130538,tumor
ENSG00000237299,tumor
ENSG00000235759,tumor
ENSG00000233408,tumor
ENSG00000215268,tumor
ENSG00000213727,tumor
ENSG00000230643,tumor
ENSG00000230471,tumor
ENSG00000231565,tumor
ENSG00000226474,tumor
ENSG00000224435,tumor
ENSG00000234381,tumor
ENSG00000198062,tumor
ENSG00000236666,tumor
ENSG00000212216,tumor
ENSG00000241838,tumor
ENSG00000225255,tumor
ENSG00000235992,tumor
ENSG00000206195,tumor
ENSG00000271127,tumor
ENSG00000290415,tumor
ENSG00000232775,tumor
ENSG00000272872,tumor
ENSG00000271672,tumor
ENSG00000223875,tumor
ENSG00000215270,tumor
ENSG00000229286,tumor
ENSG00000233866,tumor
ENSG00000278188,tumor
ENSG00000225293,tumor
ENSG00000226160,tumor
ENSG00000229658,tumor
ENSG00000227367,tumor
ENSG00000280263,tumor
ENSG00000235969,tumor
ENSG00000273362,tumor
ENSG00000233995,tumor
ENSG00000239435,tumor
ENSG00000290416,tumor
ENSG00000198445,tumor
ENSG00000287285,tumor
ENSG00000240122,tumor
ENSG00000290418,tumor
ENSG00000283633,tumor
ENSG00000267338,tumor
ENSG00000100181,tumor
ENSG00000249288,tumor
ENSG00000249263,tumor
ENSG00000189295,tumor
ENSG00000259271,tumor
ENSG00000273244,tumor
ENSG00000241717,tumor
ENSG00000288024,tumor
ENSG00000235343,tumor
ENSG00000172967,tumor
ENSG00000290408,tumor
ENSG00000229027,tumor
ENSG00000234121,tumor
ENSG00000283535,tumor
ENSG00000237835,tumor
ENSG00000220248,tumor
ENSG00000237689,tumor
ENSG00000228122,tumor
ENSG00000237358,tumor
ENSG00000225480,tumor
ENSG00000230481,tumor
ENSG00000253691,tumor
ENSG00000253460,tumor
ENSG00000254264,tumor
ENSG00000253481,tumor
ENSG00000285045,tumor
ENSG00000215568,tumor
ENSG00000270226,tumor
ENSG00000276400,tumor
ENSG00000290931,tumor
ENSG00000237438,tumor
ENSG00000273203,tumor
ENSG00000273442,tumor
ENSG00000177663,tumor
ENSG00000235328,tumor
ENSG00000183307,tumor
ENSG00000235478,tumor
ENSG00000069998,tumor
ENSG00000185837,tumor
ENSG00000093072,tumor
ENSG00000236325,tumor
ENSG00000203416,tumor
ENSG00000241832,tumor
ENSG00000231004,tumor
ENSG00000239547,tumor
ENSG00000099954,tumor
ENSG00000229492,tumor
ENSG00000232305,tumor
ENSG00000228045,tumor
ENSG00000286195,tumor
ENSG00000182902,tumor
ENSG00000236754,tumor
ENSG00000131100,tumor
ENSG00000099968,tumor
ENSG00000015475,tumor
ENSG00000264757,tumor
ENSG00000269220,tumor
ENSG00000243156,tumor
ENSG00000093100,tumor
ENSG00000286990,tumor
ENSG00000207780,tumor
ENSG00000235445,tumor
ENSG00000234913,tumor
ENSG00000237446,tumor
ENSG00000235295,tumor
ENSG00000225335,tumor
ENSG00000215193,tumor
ENSG00000288683,tumor
ENSG00000236890,tumor
ENSG00000235617,tumor
ENSG00000225225,tumor
ENSG00000183785,tumor
ENSG00000280007,tumor
ENSG00000184979,tumor
ENSG00000187979,tumor
ENSG00000276160,tumor
ENSG00000288811,tumor
ENSG00000274044,tumor
ENSG00000276874,tumor
ENSG00000275060,tumor
ENSG00000277870,tumor
ENSG00000277017,tumor
ENSG00000278044,tumor
ENSG00000274252,tumor
ENSG00000275319,tumor
ENSG00000277690,tumor
ENSG00000278558,tumor
ENSG00000290425,tumor
ENSG00000274602,tumor
ENSG00000274625,tumor
ENSG00000222630,tumor
ENSG00000275793,tumor
ENSG00000275362,tumor
ENSG00000278110,tumor
ENSG00000286175,tumor
ENSG00000273907,tumor
ENSG00000273643,tumor
ENSG00000278008,tumor
ENSG00000182824,tumor
ENSG00000290711,tumor
ENSG00000197421,tumor
ENSG00000239989,tumor
ENSG00000234764,tumor
ENSG00000161103,tumor
ENSG00000215544,tumor
ENSG00000276095,tumor
ENSG00000279987,tumor
ENSG00000183628,tumor
ENSG00000283809,tumor
ENSG00000100033,tumor
ENSG00000284294,tumor
ENSG00000280418,tumor
ENSG00000273032,tumor
ENSG00000283583,tumor
ENSG00000237517,tumor
ENSG00000271275,tumor
ENSG00000283366,tumor
ENSG00000270393,tumor
ENSG00000286025,tumor
ENSG00000241527,tumor
ENSG00000070413,tumor
ENSG00000206739,tumor
ENSG00000273311,tumor
ENSG00000237347,tumor
ENSG00000281530,tumor
ENSG00000223461,tumor
ENSG00000272682,tumor
ENSG00000231086,tumor
ENSG00000100056,tumor
ENSG00000206203,tumor
ENSG00000063515,tumor
ENSG00000289481,tumor
ENSG00000260924,tumor
ENSG00000100075,tumor
ENSG00000070371,tumor
ENSG00000286367,tumor
ENSG00000230194,tumor
ENSG00000251940,tumor
ENSG00000233471,tumor
ENSG00000287146,tumor
ENSG00000100084,tumor
ENSG00000242259,tumor
ENSG00000244296,tumor
ENSG00000185608,tumor
ENSG00000185065,tumor
ENSG00000070010,tumor
ENSG00000273300,tumor
ENSG00000273212,tumor
ENSG00000093009,tumor
ENSG00000287652,tumor
ENSG00000184113,tumor
ENSG00000281548,tumor
ENSG00000230485,tumor
ENSG00000225007,tumor
ENSG00000184702,tumor
ENSG00000284874,tumor
ENSG00000203618,tumor
ENSG00000184058,tumor
ENSG00000185838,tumor
ENSG00000235776,tumor
ENSG00000215012,tumor
ENSG00000289960,tumor
ENSG00000184470,tumor
ENSG00000232926,tumor
ENSG00000289946,tumor
ENSG00000093010,tumor
ENSG00000284031,tumor
ENSG00000099889,tumor
ENSG00000183597,tumor
ENSG00000208023,tumor
ENSG00000236540,tumor
ENSG00000268292,tumor
ENSG00000277950,tumor
ENSG00000128191,tumor
ENSG00000284140,tumor
ENSG00000284464,tumor
ENSG00000243762,tumor
ENSG00000099899,tumor
ENSG00000278278,tumor
ENSG00000099901,tumor
ENSG00000264346,tumor
ENSG00000099904,tumor
ENSG00000234409,tumor
ENSG00000249923,tumor
ENSG00000236499,tumor
ENSG00000040608,tumor
ENSG00000221039,tumor
ENSG00000161132,tumor
ENSG00000128185,tumor
ENSG00000273343,tumor
ENSG00000273139,tumor
ENSG00000188280,tumor
ENSG00000235578,tumor
ENSG00000287446,tumor
ENSG00000290950,tumor
ENSG00000161133,tumor
ENSG00000185252,tumor
ENSG00000207343,tumor
ENSG00000244486,tumor
ENSG00000277971,tumor
ENSG00000099910,tumor
ENSG00000215493,tumor
ENSG00000255156,tumor
ENSG00000201916,tumor
ENSG00000242876,tumor
ENSG00000236670,tumor
ENSG00000099917,tumor
ENSG00000236003,tumor
ENSG00000250261,tumor
ENSG00000223553,tumor
ENSG00000290981,tumor
ENSG00000276427,tumor
ENSG00000238125,tumor
ENSG00000229107,tumor
ENSG00000217261,tumor
ENSG00000290982,tumor
ENSG00000235062,tumor
